code,nom,fbID,apropos,description,mission,categorie1,categorie2,categorie3,pays,état,ville,adresse courte,adresse longue,likes,talking_about,Indice (L*TA/10⁶)
Journal-Le-Régional-266630786710813,Journal Le Régional,266630786710813,"La page Facebook officielle du journal Le Régional, qui couvre la région d'Argenteuil et comté de Prescott-Russell","Nos adresses:

Bureau de Lachute:
505, ave. Béthany, Lachute Qc.  J8H 4A6
450 562-1161
leregional@videotron.ca

Bureau de Hawkesbury
124, rue Main, Hawkesbury, On K6A 1A3
613 632-0112
pub@le-regional.ca",?,Media/News Company,?,?,?,?,505 Avenue Bethany Lachute Qc ,124 rue main Hawkesbury Ont .,"124 rue main Hawkesbury Ont ., k6A1A4 505 Avenue Bethany Lachute Qc ",3417,489,"1,670913"
radiogaspesieinfo,Service de l'information - Radio Gaspésie,1527850677534935,"Le service de l'information est composé de Sonia Landry, rédactrice en chef, de Richard O'Leary, animateur et journaliste, et de Gilles Philibert, journaliste.",?,?,Media,?,?,?,?,?,?,?,2540,649,"1,64846"
CIBL1015,"CIBL 101,5",56034380050,"101,5 FM | www.cibl1015.com | Infos locales et culturelles. Porte d’entrée de la scène musicale québécoise et de la culture émergente. En plein centre-ville de Montréal !
","Depuis sa création, elle fait vibrer la bande FM avec sa programmation originale et innovante. Un micro tendu à la communauté de Montréal et qui touche hebdomadairement plus de 140 000 auditeurs. À l’écoute de la ville depuis 36 ans. 

Pour nous rejoindre:

Directeur général
Arnaud Larsonneur
a.larsonneur@cibl1015.com

Réalisateur de l’émission Le Retour
Patrice Caron
leretour@cibl1015.com

Réalisateur de l’émission La Matinale
Jason Paré
lamatinale@cibl1015.com

Réalisatrice de l’émission Tranquillement pas vite
Marie-Félixe Baril-Nadeau
tranquillementpasvite@cibl1015.com

Réalisatrice de l’émission Le Brunch
Marie-Félixe Baril-Nadeau
lebrunch@cibl1015.com

Animatrice Le Retour
Marie-Gabrielle Ménard
mg.menard@cibl1015.com

Animateur La Matinale
Julien Poirier-Malo
j.poiriermalo@cibl1015.com

Responsable des programmes
Responsable de la musique
Marie-Eve Pineault
me.pineault@cibl1015.com
","CIBL 101,5 Montréal met la culture au cœur de la place publique. Ce positionnement est indissociable du mandat de la station : offrir une information citoyenne qui suscite la réflexion et l’action sur les enjeux liés au quotidien des Montréalais.",Radio Station,Broadcasting & Media Production Company,Arts & Entertainment,Canada,QC,Montreal,2 Sainte Catherine Rue E # 201,"2 Sainte Catherine Rue E # 201, Montreal, Quebec H2X1K4",22015,64,"1,40896"
lavantposte,L'Avant-Poste,278296897888,Pour consulter nos modalités d'utilisation cliquez ici: http://goo.gl/Dgs4Pw,?,?,Newspaper,?,?,Canada,QC,Amqui,59 Saint Benoit Blvd O,"59 Saint Benoit Blvd O, Amqui, Quebec",2834,493,"1,397162"
jdesvoisins,Journaldesvoisins.com,212515852188198,"Journal communautaire d'informations d'Ahuntsic-Cartierville. Suivez nos Actualités hebdomadaires au www.journaldesvoisins.com
","Éditeur: Philippe Rachiele; rédactrice en chef : Christiane Dupont; Rédacteur en chef adjoint: Alain Martineau Rédactrice en chef remplaçante et journaliste: Mélanie Meloche-Holubowski Journalistes: Rabéa Kabbaj,  Julien Gauthier-Mongeon, Hassan Laghcha, Isabelle Neveu. Collaborateurs à la rédaction: François Barbe, Julie Dupont, Geneviève Poirier-Ghys, Sandrine Dussart, Samuel Dupont-Foisy, Justine Castonguay-Payant, Elizabeth Forget-Le François, Lucie Pilote..",?,Community,?,?,?,?,?,?,?,1979,687,"1,359573"
linfodunordmt,L'Info du Nord Mont-Tremblant,202538623095602,"Pour consulter nos modalités d'utilisation cliquez ici->http://bit.ly/1PoUX4S
Suivez-nous sur Twitter @LinfoduNordMT",?,"Diffuser les nouvelles, informations, événements et activités par le biais d'un journal papier, un journal virtuel et sa page Facebook.",Newspaper,Media/News Company,Community Center,Canada,QC,Mont-Tremblant,580 rue de Saint-Jovite,"580 rue de Saint-Jovite, Mont-Tremblant, Quebec J8E 2Z1",4623,292,"1,349916"
FM905radio,"FM 90,5 - La voix de la Rive-Sud",213417768712466,Station de radio,?,?,Arts & Entertainment,?,?,Canada,QC,Bécancour,"10275, Chemin Leblanc, suite 127","10275, Chemin Leblanc, suite 127, Bécancour, Quebec",3693,360,"1,32948"
sherbrookerecord,The Record,134732519884859,English-language Daily Newspaper,Serving the Eastern Townships of Quebec,?,Broadcasting & Media Production Company,?,?,Canada,QC,Sherbrooke,6 Mallory Street,"6 Mallory Street, Sherbrooke, Quebec J1M 2E2",3226,395,"1,27427"
tabloid.co,TABLOÏD,355706981519859,Histoires sans filtre.,?,Histoires sans filtre.,Media,?,?,?,?,?,?,?,2637,478,"1,260486"
Caribou,Caribou,564821103588397,"Caribou est le reflet et le témoin d’une culture culinaire, gastronomique et agroalimentaire québécoise en pleine affirmation de son identité. ","Caribou souhaite informer et divertir, en mêlant reportages et images, information et art. 

Caribou interpellera tous ceux qui mangent trois fois par jour, mais s’adresse d’abord aux foodies amoureux et curieux des belles et bonnes choses. Parce que, sur le marché québécois, on trouve beaucoup de médias de recettes qui font abstraction des aspects sociologiques et ludiques liés à la bouffe, Caribou sort du lot en voulant traiter de la bouffe différemment. 

Par Audrey Lavoie, Tania Jiménez Véronique Leduc et Geneviève Vézina-Montplaisir

Directrice artistique: Tania Jiménez

Éditrice: Geneviève Vézina-Montplaisir

Suivez-nous:
Sur Twitter : @cariboumag
Sur Instagram : @cariboumagazine

Pour annoncer dans Caribou: publicite@cariboumag.com
>> http://www.cariboumag.com/annoncer-dans-caribou",?,Magazine,?,?,Canada,QC,Montreal,?,"Montreal, Quebec",9473,133,"1,259909"
neomediasaguenaylacstjean,Néomédia.com Saguenay Lac-St-Jean,104759856254001,* Suivez-nous sur Twitter : @neomedia_saglac,Journal régional web et quotidien de Néomédia qui couvre la région du Saguenay-Lac Saint-Jean,?,Newspaper,News & Media Website,Media/News Company,Canada,QC,Chicoutimi,?,"Chicoutimi, Quebec",8367,143,"1,196481"
TheLinkNewspaper,The Link,143879612343578,"The Link is a non-profit, student-run daily online publication and monthly print magazine based out of Concordia University in Montréal, Que.","The Link is a non-profit, student-run daily online publication and monthly print magazine based out of Concordia University in Montréal, Que.","We pride ourselves on offering an alternative to mainstream media outlets, and also on focusing on various aspects of student life (news, arts, sports, etc.), as well as local, national and international stories of interest to students.

Read our full mandate here: http://thelinknewspaper.ca/pdf/policies/The_Links_Mandate_2013.pdf
",Media/News Company,Interest,Newspaper,Canada,QC,Montreal,"1455 de Maisonneuve Blvd. W., Concordia University Hall Building, Room H-649","1455 de Maisonneuve Blvd. W., Concordia University Hall Building, Room H-649, Montreal, Quebec",3870,305,"1,18035"
canalmvuesetvoix,"Canal M, la radio de Vues & Voix",145821752156241,"Canal M, la radio de l'actualité inclusive.","Canal M, la radio de l'actualité inclusive.","Canal M, une radio engagée et inclusive!

Canal M, la radio de Vues & Voix, offre de l’information, des ressources et des modèles inspirants à un public qui rencontre des problèmes d'accessibilité variés. Notre objectif est de contribuer à renseigner, sensibiliser et mobiliser pour une société plus inclusive.

Soyez  nombreux à faire la promotion de notre radio et de notre page Facebook!

Nétiquette:
SVP, Veuillez lire attentivement notre nétiquette, qui résume les bonnes pratiques en matière de communication sur les médias sociaux et plus particulièrement, sur la page Facebook de Canal M. 

Il s'agit d'une communication réelle. Donc, communiquez sur les réseaux sociaux avec la même prudence et le même code de conduite que lorsque vous communiquez de vive voix avec un individu. Il est normal et constructif d'exprimer un désaccord ou une opinion divergente. Toutefois porter un jugement, manquer de respect, menacer, harceler un individu, ou un groupe d'individus ne constitue pas des comportements acceptables sur la page Facebook de Canal M.

Nous invitons les personnes de tous âges, races, religions, sexes, origines ethniques, conditions physiques et orientations sexuelles à s'abonner à notre page, à commenter, à interroger et à échanger sur les différents sujets qui y sont abordés. Les publications (textuelles, visuelles ou sonores) à contenu diffamatoire, haineux, raciste, xénophobe, homophobe, sexiste, ou irrespectueux envers des personnes avec une condition physique particulière, une origine ethnique, une appartenance à une religion, ou à un groupe d’âge, incitant à la violence ou inappropriées ne seront pas acceptées et seront immédiatement supprimées. 
Veuillez également utiliser un langage adéquat, c'est-à-dire respectueux de tous et de toutes choses, et qui ne soit pas grossier. À ce propos, certains seront peut-être amusés ou surpris d'apprendre que dans les médias sociaux, les mots en majuscules symbolisent un message crié ou hurlé (!!!). Si vous ne voulez pas voir votre publication supprimée pour ces raisons, utilisez donc les majuscules uniquement en début de phrase ou pour les noms propres ou les abréviations. 

•	Les usagers ont l’obligation de respecter la législation en vigueur, notamment la Charte des droits et libertés de la personne, le Code civil du Québec, le Code criminel, la Loi sur la protection du droit d’auteur et la législation concernant la propriété intellectuelle.


Nous croyons que vous pouvez faire la différence entre un contenu qui mérite d'être acheminé en privé (que ce soit à nous ou à un autre abonné) et un contenu qui se voudra totalement public (c'est-à-dire potentiellement vu par des milliers de personnes!), donc pertinent pour une publication sur le mur Facebook de Canal M. 
Gardez-vous une petite gêne! :)

•	Les usagers doivent respecter la confidentialité des renseignements nominatifs et le caractère personnel d’un renseignement relatif à la vie privée de la personne au sens du Code civil du Québec.

La pertinence:

Nous croyons aussi que vous êtes en mesure d'appréhender par vous même les limites du cadre d'un sujet abordé afin d'éviter la dérive de ce dernier. Toutes publication qui témoignera d'une dérive excessive sera supprimée dans le souci de rendre l'expérience de la page agréable et concise, ainsi que pour préserver et encourager les échanges sains. Canal M supprimera également toute publication à caractère publicitaire.

Nous avons besoin de votre présence:
Bienvenue chez Canal M, passez du bon temps dans ce lieu qui a pour raison d'être votre présence, et revenez nous voir avec vos amis!








",Disability Service,Broadcasting & Media Production Company,Media,Canada,QC,Montreal,"1001 Sherbrooke Est, bureau 510","1001 Sherbrooke Est, bureau 510, Montreal, Quebec H2L 1L3",2494,470,"1,17218"
cieufm,CIEU FM 94.9-106.1,258922174145865,"Animation, information, entrevues, reportages, capsules, chroniques, services et musique : voilà l'essentiel que vous propose l'équipe d'expérience de CIEU-FM, la radio de la Baie-des-Chaleurs!",?,"La radio CIEU-FM a pour mission d’informer, de divertir et de servir la population de la Baie-des-Chaleurs. Par cette mission, CIEU-FM entend traduire les réalités vécues dans la Baie-des-Chaleurs, tout en se gardant une fenêtre ouverte sur le monde.",Radio Station,?,?,?,?,?,?,?,3822,303,"1,158066"
jdejoliette,Le Journal de Joliette,127981430568524,"Journal Web de Néomédia.com couvrant Joliette et ses environs, de Berthierville à Saint-Michel-des-Saints. ","Cette page est ouverte aux commentaires des citoyens. Nous prions les internautes de rester polis. Il est interdit de soumettre du contenu discriminatoire, insultant ou inapproprié, qui pourrait être retiré de notre page à notre discrétion.",?,Media/News Company,?,?,Canada,QC,Joliette,?,"Joliette, Quebec J6E 6X6",6948,162,"1,125576"
impactcampus,Impact Campus,161729703909208,Le journal des étudiantes et étudiants de l'Université Laval.,"Impact Campus est le journal des étudiants et des étudiantes de l’Université Laval, un hebdomadaire publié 28 fois par année. Il est un journal indépendant écrit par des étudiants qui font ainsi leurs premières griffes en journalisme.

Impact Campus est un média universitaire centré sur sa communauté, et distribué tant dans la Cité universitaire que dans les centres urbains de Québec. Il s'agit d'une tribune pour la communauté universitaire et une organisation impliquée sur le campus.

Impact Campus publie aussi des magazines aux matches locaux du Rouge et Or ainsi qu’un guide remis à tous les étudiants en début d’année.",?,Media/News Company,?,?,Canada,QC,Quebec,1244 Pavillon Maurice Pollack / Université Laval,"1244 Pavillon Maurice Pollack / Université Laval, Quebec, Quebec G1V 0A6",6474,166,"1,074684"
lequebecmatin,Le Québec Matin,682636768432850,"Le Québec Matin: l'émission parfaite pour savoir tout de l'actualité rapidement. En direct, du lundi au vendredi dès 5h30 et dès 6h00 le week-end.
",?,?,TV Show,?,?,?,?,?,?,?,15317,69,"1,056873"
LExpressDeToronto,L'Express de Toronto,268782546468838,"Le journal français du Grand Toronto depuis 1976
@lexpresstoronto",Le journal français du Grand Toronto depuis 1976,"L'Express permet à ses lecteurs de maintenir un contact enrichissant avec la francophonie ontarienne, couvre l’actualité qui vous tient à coeur et vous offre de l’information utile sur la vie dans la grande région de Toronto.",Broadcasting & Media Production Company,?,?,Canada,ON,Toronto,888 avenue Eastern,"888 avenue Eastern, Toronto, Ontario M4L 1A3",3038,319,"0,969122"
ricochetfr,Ricochet - Français,158864224449837,"Bilingue, critique, indépendant.

In English: facebook.com/ricochetmedia",?,?,News & Media Website,?,?,Canada,QC,Montreal,"La Halte 24/7 4284, Rue de la Roche","La Halte 24/7 4284, Rue de la Roche, Montreal, Quebec H2J 3H9",10593,91,"0,963963"
LeCourantDesHautesLaurentides,Journal Le Courant,718550011601570,?,?,?,Media/News Company,?,?,Canada,QC,Mont-Laurier,534 de la Madone,"534 de la Madone, Mont-Laurier, Quebec J9L 1S5",7203,133,"0,957999"
coupdoeil.info,Journal Coup d'oeil,164481890248663,?,"Le journal Coup d'Oeil fait partie du goupre de presse local Icimédias. L’objectif de cette page est de diffuser les histoires faisant vibrer les gens de la ville et engager la conversation avec eux sur les sujets qui les interpellent.
",?,Broadcasting & Media Production Company,?,?,Canada,QC,Saint-Jacques,"810-D, rang du Coteau","810-D, rang du Coteau, Saint-Jacques, Quebec J0J 1Z0",2555,361,"0,922355"
journaldechambly,Journal de Chambly,121621961183700,"Hebdomadaire du groupe Les Versants du Mont-Bruno couvrant Chambly, Carignan, Richelieu, St-Mathias-sur-Richelieu, Marieville, Rougemont, Ste-Angèle-de-Monnoir et St-Césaire.",?,?,Newspaper,?,?,Canada,QC,Chambly,"1685, avenue Bourgogne","1685, avenue Bourgogne, Chambly, Quebec J3L 1Y8",5819,151,"0,878669"
LeProgresDeCoaticook,Le Progrès de Coaticook,132195856832043,Prenez la bonne habitude de consulter plusieurs fois par jour la page Facebook du Progrès pour connaître en temps réel ce qui se passe dans la région.,?,?,Media,Media/News Company,Company,Canada,QC,Coaticook,"20, rue du Manège","20, rue du Manège, Coaticook J1A 2B1",3564,238,"0,848232"
La-Petite-Nation-116015295181711,La Petite-Nation,116015295181711,Le journal de la Petite-Nation,"La Petite-Nation fait partie du plus grand réseau de journaux locaux dans l’est du Canada, TC Media. L’objectif de cette page est de diffuser les histoires faisant vibrer les gens de la ville et engager la conversation avec eux sur les sujets qui les interpellent.

Twitter : @LaPetiteNation1",?,Media/News Company,?,?,?,?,Saint-André-Avellin,"A-3, rue Principale RR 1","A-3, rue Principale RR 1, J0V 1W0 Saint-André-Avellin",4896,169,"0,827424"
martineau.CHOI981,"Martineau Trudeau - Radio X 98,1",473922892787366,Richard Martineau et Jonathan Trudeau,?,?,Radio Station,?,?,?,?,?,?,?,4050,185,"0,74925"
cfimradio,"CFIM, la radio des Îles de la Madeleine",990363124358961,Page de la radio communautaire des Îles : CFIM 92.7 FM Vous l'écoutez? Vous êtes membres? Ce groupe est pour vous. ,?,?,Radio Station,Broadcasting & Media Production Company,Performance & Event Venue,Canada,QC,Les Îles-de-la-Madeleine,"1172 chemin La Vernière, C.P. 8192, Cap-aux-Meules","1172 chemin La Vernière, C.P. 8192, Cap-aux-Meules, Les Îles-de-la-Madeleine, Quebec G4T 1R3",6658,108,"0,719064"
RadCanPM,Radio-Canada cet après-midi,694806243953234,"Radio-Canada cet après-midi est l'émission du retour à la maison d'ICI Québec sur ICI Première, en semaine, de 15 h à 18 h au 106,3 FM!","RADIO-CANADA CET APRÈS-MIDI
ICI RADIO-CANADA PREMIÈRE 106,3 FM

Du lundi au vendredi, 15 h à 18 h

Animation : Catherine Lachaussée
Nouvelles : Suzie Pelletier
Météo : Marie-Audrey Houle
Circulation : Marc-André Boivin
Réseaux sociaux : Maxime Denis
Recherche : Sandre Lalancette, Marie-Claire Giffard
Technique : Guy Brouillette 
Réalisation : Lucie Gosselin

Écouter en direct : http://bit.ly/2kxEuVA",?,Media/News Company,?,?,Canada,QC,Quebec,888 rue Saint-Jean,"888 rue Saint-Jean, Quebec, Quebec G1R 5H6",3553,174,"0,618222"
suburbannewspaper,The Suburban Newspaper,208207349189299,?,"Quebec's largest, English weekly newspaper
132,800 copies weekly - delivered door to door
Now online at www.thesuburban.com",?,Broadcasting & Media Production Company,?,?,Canada,QC,Montreal,"7575 Transcanada Highway, #105","7575 Transcanada Highway, #105, Montreal, Quebec H4T 1V6",2998,190,"0,56962"
NordInfoCom,Le Nord Info et La Voix des Mille-Îles,285011661387,"Journaux régionaux couvrant la MRC de Thérèse-De Blainville: la VOIX DES MILLE-ÎLES, édition du mercredi et le NORD INFO, édition du samedi. http://www.nordinfo.com",?,?,Broadcasting & Media Production Company,?,?,Canada,QC,Sainte-Thérèse,50B Turgeon,"50B Turgeon, Sainte-Thérèse, Quebec J7E 3H4",3993,142,"0,567006"
CuriumMag,Curium,1424110981184230,"Curium, le magazine science et société pour les 14-17 ans

Instagram: curium.mag","Découvrez Curium, le nouveau magazine science et société des 14-17 ans ! 

Dans chaque numéro :

- Dossiers sur les sujets chauds de l’actualité scientifique et technologique.

- Reportages et débats sur l’environnement, les problèmes sociaux, l’éthique et la place des jeunes dans la société.

- Articles sur le futur, sur les carrières de demain.

- Chroniques sur le sport et sur la culture, bandes dessinées, rubriques d’échanges avec les lecteurs, etc.

Retrouvez-nous ici :

Twitter :
https://twitter.com/CuriumMag
Instagram : 
https://www.instagram.com/curium.mag/
Youtube : 
https://www.youtube.com/c/CuriumMag
Spotify :
https://open.spotify.com/user/curium.mag",?,Magazine,?,?,Canada,QC,Montreal,4475 rue Frontenac,"4475 rue Frontenac, Montreal, Quebec H2H 2S2",2551,218,"0,556118"
loutardeliberee,L'Outarde libérée,575186832492722,"Le webmagazine de l'actualité franco-québécoise. 

Des idées de sujets ? Écrivez-nous à : sujets@loutardeliberee.com

twitter : @loutardeliberee

","Animé par des journalistes franco-québécois bénévoles, ce webmagazine basé à Montréal vous informe des actualités françaises au Québec, et des actualités québécoises en France, en toute indépendance.


- Rédaction -

> Rédactrice en chef
Nathalie Simon-Clerc

> Rédactrices en chef adjointe
Rozenn Nicolle, Charlotte Lopez

> Chef de Rubrique Culture
Manon Lefevre-Mons

> Journalistes - Montréal
Maëlle Besnard
Camille Feireisen
Charlotte Lopez
Guillaume Mazoyer
Jacques Rivard
Maryne Zammit

> Journaliste - Québec
Margaud Castadère-Ayçoberry

> Journaliste - Paris
Sarah Wargny

> Chroniqueurs / Collaborateurs
Johan Demarle
Pascal Eloy
Agathe Latuque (Lyon)
Jade St-Laurent (Paris)",?,Magazine,?,?,?,?,?,?,?,3323,149,"0,495127"
cfnjfm,CFNJ 99 1 et 88 9,1250013895015978,Station de radio de la région de Lanaudière.,?,?,Radio Station,?,?,?,?,?,?,?,4543,108,"0,490644"
ckajfm,CKAJ 92.5 - Page officielle -,208296525854287,Votre station 100% régionale !,"Le meilleur coffret musical des années 60 à aujourd'hui !

3877, boul. Harvey
(édifice Blackcurn & Blackburn)
2e étage, Jonquière
Jonquière (Qc)
G7X 0A6

Nous joindre:
Administration: (418) 546-2525
En studio:        (418) 546-2527
Télécopieur:     (418) 546-2528 
",?,Radio Station,Arts & Entertainment,Information Technology Company,Canada,QC,Jonquière,3877 Boulevard Harvey,"3877 Boulevard Harvey, Jonquière, Quebec G7X 0A6",7137,67,"0,478179"
themcgilldaily,The McGill Daily,134774733215094,SSMUtocracy lackeys since 1911.,"The McGill Daily, in production for over 100 years, is an independent student newspaper on campus at McGill University and is entirely run by volunteers. Currently, we publish in print weekly, on Mondays, and publish online on a daily basis.

To get involved, drop by our offices in room B-24 of the Shatner Building and talk to any of our editors, give us a call at (514) 398-6784, or email us at coordinating [at] mcgilldaily.com.

Please note that we do not publish in print over the summer.",?,Newspaper,Media/News Company,Interest,Canada,QC,Montreal,3480 McTavish St. Room B-24,"3480 McTavish St. Room B-24, Montreal, Quebec H3A 1X9",6203,75,"0,465225"
echobaie,L'Écho de la Baie,250854310845,"Pour consulter nos modalités d'utilisation, cliquez ici -> http://tctranscontinental.com/privacy-policy","Journal hebdomadaire de TC Media, l'Écho de la Baie est le journal de la Baie-des-Chaleurs et du Restigouche. Il est distribué gratuitement  aux portes à plus de 14 725 copies des Plateaux de la Matapédia à St-Godefroi inclusivement.",?,Media/News Company,?,?,Canada,QC,New Richmond,?,"New Richmond, Quebec",2971,156,"0,463476"
leflambeaudelest,Le Flambeau de l'Est,401248976594315,"Le Flambeau de l'Est, c'est un journal local publié tous les mardis dans Mercier et Anjou, un site web branché sur sa communauté (www.flambeaudelest.com) et une page Twitter tout aussi dynamique et interactive (twitter.com/flambeaudelest)
","Site Web: http://www.flambeaudelest.com/

Twitter: http://www.twitter.com/flambeaudelest

Pour joindre la rédaction: redaction_est@tc.tc

Pour joindre les ventes: ventes_est@tc.tc 
","Être VOTRE journal. Celui qui parle de vous et de nous. Comme vous, le Flambeau de l'Est est un acteur de sa communauté. Après le roman... voici le journal dont vous êtes les héros!",Media/News Company,?,?,Canada,QC,Montreal,"8000, avenue Blaise Pascal","8000, avenue Blaise Pascal, Montreal, Quebec H1E 2S7",1348,337,"0,454276"
LaLiberteManitoba,La Liberté,157832147566177,La Liberté est un hebdomadaire diffusant l'actualité en français au Manitoba,"Grand prix d’Excellence générale 2012 de l'Association Presse Francophone (APF) :
La Liberté, Journal de l'année.
--------------------------
Seul hebdomadaire francophone au Manitoba, La Liberté est un journal réalisé par une équipe de dix personnes et distribué par la poste à ses abonnés du Manitoba et des autres provinces canadiennes. On le trouve aussi en kiosque et dans les écoles. La Liberté publie également Le Journal des jeunes, un mensuel d’information.
--------------------------
",?,Advertising/Marketing,?,?,Canada,MB,Winnipeg,420 rue des Meurons # 105,"420 rue des Meurons # 105, Winnipeg, Manitoba R2H 2N9",2521,177,"0,446217"
QuartierLibre.ca,Quartier Libre,210667168949920,Quartier Libre est le journal indépendant des étudiants de l'Université de Montréal.,"Quartier Libre est publié toutes les deux semaines durant l'année universitaire, soit environ 16 numéros par an. 

Il est divisé en trois sections : Campus, Société et Culture.

Équipe de rédaction :

Rédacteur en Chef : Etienne Galarneau
redac@quartierlibre.ca

Chefs de sections :
 
Campus : Félix Lacerte-Gauthier
campus@quartierlibre.ca

Société : Thomas Martin
societe@quartierlibre.ca

Culture : Michaële Perron-Langlais
culture@quartierlibre.ca

Gestionnaire de contenu : Yllan Moglia
communaute@quartierlibre.ca

Directrice Générale : Marie Roncari
directeur@quartierlibre.ca","Quartier Libre compte sur la collaboration d'étudiants (dans différents domaines d’étude) de l’UdeM et de journalistes extérieurs. Il se veut un journal école, un tremplin pour les étudiants qui souhaitent faire carrière en journalisme. 

Il se donne comme mandat de traiter de tous les sujets chauds du campus de l’UdeM et d’ailleurs, de faire des analyses sur des thèmes de société, nationaux et internationaux et enfin de promouvoir la culture émergente peu couverte par les autres journaux québécois.",Newspaper,Media/News Company,Arts & Entertainment,Canada,QC,Montreal,"3200, rue Jean-Brillant (local B-1274-6)","3200, rue Jean-Brillant (local B-1274-6), Montreal, Quebec H3T 1N8",4830,91,"0,43953"
gleaner.source,Journal The Gleaner,215154391835017,Bilingual weekly community newspaper in the Chateauguay Valley in its 150th year,?,?,Newspaper,Automotive Service,Broadcasting & Media Production Company,Canada,QC,Valleyfield,55 Jacques-Cartier,"55 Jacques-Cartier, Valleyfield, Quebec J6T 4R4",1827,233,"0,425691"
radiockvl,CKVL FM,197472273724579,Radio Lasalle est ''La voix de la communauté'' du Sud-Ouest de l'île de Montréal. Une diversité musicale et culturelle à découvrir !,"Radio LaSalle, sous les lettres d’appellation CKVL, est un média communautaire, majoritairement francophone, favorisant l'implication de la population dans le développement local, et ce, dans le respect de la diversité socioculturelle de la communauté du grand sud-ouest de Montréal.

Nous avons à cœur de participer et d'encourager l'engagement social et le partage des valeurs d'entraide au sein de notre région. CKVL met à disposition le studio de radio, ses plates-formes web ainsi que ses différents réseaux sociaux afin de diffuser l'engagement social.

Concertation par excellence!

Nous nous proposons de rassembler la communauté, les organismes ainsi que les entreprises afin d'encourager la solidarité et les échanges et ainsi avoir un impact sur le bien-être de la collectivité. 

Notre programmation est pensée de façon à vous accompagner tout au long de la journée et de vous divertir les soirs et week-end par notre vaste champ de thématiques. Nous possédons aussi un contenu professionnel de qualité, alimenté par l'implication de plusieurs personnes d’influence et de professionnels de la région.

Notre équipe d'animateurs se compose de diverses personnalités hétérogènes qui se complètent avec harmonie pour mieux répondre aux différents besoins. Engagée, nous sommes une équipe passionnée, dynamique et créative dont l'objectif est d'aider les individus, organismes et entreprises à rayonner dans l'atteinte de leurs objectifs. 
Notre équipe, stimulante et professionnelle, se met à votre service afin d'aider et de suivre votre processus. 

Nous proposons des services gratuits pour les organismes, fondations et associations afin de les aider dans leurs implications face aux enjeux locaux. CKVL offre également des services aux entreprises à des frais modulables selon les budgets et les besoins.",?,Broadcasting & Media Production Company,?,?,Canada,QC,La Salle,55 avenue Dupras,"55 avenue Dupras, LaSalle, Quebec H8R 4A8",5700,74,"0,4218"
bulletinaylmer,Bulletin d'Aylmer,921232881238617,Le Bulletin d'Aylmer est un hebdomadaire indépendant.     The Bulletin d'Aylmer is an independent newspaper.,?,?,Media/News Company,?,?,?,?,?,?,?,3607,115,"0,414805"
24hMontreal,24h Montréal,509839125694576,Quotidien gratuit d'actualité montréalaise distribué dans les 68 stations de la STM et dans le réseau de l'AMT.,"Règlements de notre page Facebook

La page du journal 24h Montréal sur Facebook se veut un lieu d’information et de discussions.

La liberté d’expression est une valeur primordiale pour le journal. Celle-ci doit cependant s’exercer dans le respect d’autrui. Voici donc quelques règles à respecter sur cette page.

Les intervenants sont priés d’être courtois. On peut désapprouver une idée, une action ou une politique et le faire de façon respectueuse, sans attaquer les personnes.

Sont donc interdits :

    - Les messages contenant des insultes
    - Les interventions comprenant des sacres, grossièretés ou autres vulgarités
    - Les propos haineux, racistes, homophobes ou violant de toute autre manière la Charte québécoise des droits et libertés
    - Les messages portant atteinte à la vie privée d’une personne

Aussi, la page du 24h Montréal sur Facebook n’est pas un babillard pour annoncer des produits et services.

Les messages publicitaires et commerciaux y sont interdits.

Les relationnistes et porte-parole de villes, MRC, commissions scolaires, ministères ou autres organisations publiques doivent se présenter comme tels lorsqu’ils interviennent à titre professionnel. La même remarque vaut pour les représentants d’entreprises.

Le journal 24h Montréal se réserve le droit de supprimer sans préavis toute intervention contrevenant aux règlements ci-haut.

Le journal se réserve le droit de publier, dans son édition papier, vos commentaires, vos noms et votre photo apparaissant sur cette page Facebook.

Merci de votre collaboration.
",?,News & Media Website,?,?,Canada,QC,Montreal,"800 rue du Square-Victoria, Mezzanine, Bureau 5","800 rue du Square-Victoria, Mezzanine, Bureau 5, Montreal, Quebec H4Z 0A3",9693,42,"0,407106"
RadioBoreale,"Radio Boréale CHOW 105,3",362476834435,Radio Boréale - La radio de la MRC d'Abitibi,?,"La mission première de la radio communautaire Radio Boréale est de refléter la vie des gens de notre territoire en leur donnant la parole. Par l’intermédiaire d’un service de production et de diffusion d’émissions radiophoniques local, Radio Boréale vise à devenir un pivot central de diffusion des communications couvrant l’ensemble du territoire de la MRC d’Abitibi. ",Media/News Company,?,?,?,?,AMOS (QUÉBEC),"43, 1E AVENUE EST","43, 1E AVENUE EST, J9T 1H2 AMOS (QUÉBEC)",1795,201,"0,360795"
Le-Bulletin-206799339402133,Le Bulletin,206799339402133,"Média écrit et Internet qui couvre les secteurs de Buckingham et de Masson-Angers, de même que La Lièvre.","Pour nos conditions d'utilisation: 
http://www.info07.com/Termes-et-conditions",?,Media/News Company,?,?,?,?,?,?,?,2756,130,"0,35828"
